"","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"186255","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","unclassified","unclassified"
"4347520","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified","unclassified","unclassified"
"261240","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","unclassified"
"198420","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia","unclassified"
"314915","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Parabacteroides","unclassified"
"179864","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified"
"179861","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified","unclassified","unclassified"
"194471","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified"
"3825765","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","unclassified","unclassified"
"107044","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","massiliensis"
"136127","Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","unclassified","unclassified"
"189152","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Coprococcus","unclassified"
"4475758","Bacteria","Firmicutes","Clostridia","Clostridiales","Veillonellaceae","Veillonella","dispar"
"207833","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified","unclassified","unclassified"
"110192","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Oscillospira","unclassified"
"4408418","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified"
"174818","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified"
"185622","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified"
"36378","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified"
"4364405","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified"
"4440624","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","unclassified","unclassified"
"166848","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","unclassified","unclassified"
"3794053","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Dorea","unclassified"
"317502","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified"
"3943186","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnobacterium","unclassified"
"185148","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia","obeum"
"179499","Bacteria","Firmicutes","Clostridia","Clostridiales","Dehalobacteriaceae","Dehalobacterium","unclassified"
"279048","Bacteria","Cyanobacteria","4C0d-2","YS2","unclassified","unclassified","unclassified"
"232828","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified"
"287998","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified"
"4465072","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified"
"4479397","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","fragilis"
"180136","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Oscillospira","unclassified"
"4278525","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","unclassified"
"198980","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus","unclassified"
"4454586","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Odoribacteraceae","Odoribacter","unclassified"
"326637","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","unclassified","unclassified"
"975306","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","unclassified","unclassified"
"368681","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","stercorea"
"292521","Bacteria","Actinobacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","unclassified"
"4444262","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","unclassified","unclassified"
"4005150","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Ruminococcus","unclassified"
"186891","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","unclassified","unclassified"
"4414725","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia","unclassified"
"3409358","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus","unclassified"
"186272","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified"
"364109","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia","unclassified"
"175560","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Faecalibacterium","prausnitzii"
"360825","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified","unclassified","unclassified"
"331784","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","S24-7","unclassified","unclassified"
"191975","Bacteria","Firmicutes","Clostridia","Clostridiales","Eubacteriaceae","Pseudoramibacter_Eubacterium","unclassified"
"191978","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia","unclassified"
"367814","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Anaerotruncus","unclassified"
"4447188","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","uniformis"
"185558","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified","unclassified","unclassified"
"197624","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified"
"191395","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia","unclassified"
"197186","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified"
"4344883","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","unclassified","unclassified"
"174831","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","copri"
"181452","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","unclassified","unclassified"
"4347159","Bacteria","Actinobacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","adolescentis"
"369416","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified"
"4473509","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","unclassified","unclassified"
"297496","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified"
"195465","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","unclassified","unclassified"
"166869","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified","unclassified","unclassified"
"389371","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified","unclassified","unclassified"
"4331760","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","indistinctus"
"4459196","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospira","unclassified"
"191113","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia","unclassified"
"362853","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified","unclassified","unclassified"
"231952","Bacteria","Firmicutes","Clostridia","Clostridiales","Christensenellaceae","unclassified","unclassified"
"173920","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified"
"9727","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Pantoea","agglomerans"
"997267","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified"
"182377","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","unclassified","unclassified"
"184910","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","unclassified","unclassified"
"289752","Bacteria","Firmicutes","Clostridia","Clostridiales","Veillonellaceae","Phascolarctobacterium","unclassified"
"4425663","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified","unclassified","unclassified"
"190649","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified"
"178299","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified"
"688923","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified"
"4336940","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified","unclassified","unclassified"
"524884","Bacteria","Firmicutes","Erysipelotrichi","Erysipelotrichales","Erysipelotrichaceae","Eubacterium","biforme"
"115049","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Dorea","unclassified"
"188127","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified","unclassified","unclassified"
"552235","Bacteria","Firmicutes","Clostridia","Clostridiales","Christensenellaceae","Christensenella","unclassified"
"218710","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified","unclassified","unclassified"
"319521","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus","unclassified"
"181862","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified"
"4473883","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","alactolyticus"
"189292","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","unclassified","unclassified"
"368950","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia","unclassified"
"3060611","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified","unclassified","unclassified"
"4463108","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","ruminis"
"2160415","Bacteria","Firmicutes","Clostridia","Clostridiales","Veillonellaceae","Dialister","unclassified"
"332450","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Coprococcus","eutactus"
"4346168","Bacteria","Tenericutes","Mollicutes","RF39","unclassified","unclassified","unclassified"
"4458576","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","unclassified","unclassified"
"194089","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified","unclassified","unclassified"
"179358","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified"
"191913","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","unclassified","unclassified"
"298553","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified"
"113003","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus","unclassified"
"177446","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified","unclassified","unclassified"
"4030375","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","unclassified"
"4466220","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified","unclassified","unclassified"
"183650","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified"
"4354477","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","unclassified","unclassified"
"4027629","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Faecalibacterium","prausnitzii"
"505670","Bacteria","Firmicutes","Clostridia","Clostridiales","Tissierellaceae","WAL_1855D","unclassified"
"192542","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia","unclassified"
"313524","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified"
"4335781","Bacteria","Actinobacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","unclassified"
"668257","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified","unclassified","unclassified"
"189085","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified","unclassified","unclassified"
"189083","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","copri"
"290815","Bacteria","Lentisphaerae","Lentisphaeria","Z20","R4-45B","unclassified","unclassified"
"293578","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified"
"193667","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Faecalibacterium","unclassified"
"176173","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified","unclassified","unclassified"
"294747","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified"
"280567","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","unclassified"
"188457","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified","unclassified","unclassified"
"188454","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified"
"213870","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified"
"174288","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified"
"178760","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified","unclassified","unclassified"
"639293","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified"
"4436552","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","copri"
"4479603","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","melaninogenica"
"619817","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Anaerostipes","unclassified"
"4468506","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia","producta"
"4338990","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified"
"4315788","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified"
"332241","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified"
"4315787","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified"
"41287","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified"
"4456491","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","copri"
"3973322","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified","unclassified","unclassified"
"592616","Bacteria","Firmicutes","Erysipelotrichi","Erysipelotrichales","Erysipelotrichaceae","unclassified","unclassified"
"163243","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus","unclassified"
"176346","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Roseburia","unclassified"
"3568684","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Oscillospira","unclassified"
"175836","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified"
"363997","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified"
"1696853","Bacteria","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Granulicatella","unclassified"
"530854","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","unclassified"
"145883","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified"
"209845","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified"
"577027","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","copri"
"230578","Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","unclassified","unclassified"
"4375887","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","unclassified","unclassified"
"3530697","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified"
"4324040","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified"
"227565","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified"
"297237","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified"
"4451477","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium","perfringens"
"176115","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Faecalibacterium","prausnitzii"
"4476561","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Barnesiellaceae","unclassified","unclassified"
"182331","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","unclassified","unclassified"
"46910","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified"
"4414044","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Roseburia","unclassified"
"178001","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospira","unclassified"
"54730","Bacteria","Firmicutes","Erysipelotrichi","Erysipelotrichales","Erysipelotrichaceae","Bulleidia","unclassified"
"306160","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Parabacteroides","unclassified"
"4467944","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio","unclassified"
"365574","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia","unclassified"
"360508","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Oxalobacter","formigenes"
"4469164","Bacteria","Tenericutes","Mollicutes","RF39","unclassified","unclassified","unclassified"
"177697","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified"
"4483046","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Odoribacteraceae","Butyricimonas","unclassified"
"4483045","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified","unclassified","unclassified"
"177037","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia","unclassified"
"177032","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified","unclassified","unclassified"
"4387453","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","unclassified","unclassified"
"177039","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified","unclassified","unclassified"
"181204","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified"
"3369303","Bacteria","Firmicutes","Clostridia","Clostridiales","Mogibacteriaceae","unclassified","unclassified"
"210262","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified","unclassified","unclassified"
"362371","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified","unclassified","unclassified"
"1679707","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified"
"148354","Bacteria","Firmicutes","Clostridia","Clostridiales","Christensenellaceae","unclassified","unclassified"
"4425669","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Coprococcus","unclassified"
"173863","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified"
"179572","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus","unclassified"
"194599","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","unclassified","unclassified"
"179319","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Dorea","unclassified"
"4330423","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","unclassified"
"341221","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified"
"313593","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Roseburia","unclassified"
"521792","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified"
"3963289","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","unclassified"
"185235","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Coprococcus","unclassified"
"188316","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Oscillospira","unclassified"
"185232","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","unclassified","unclassified"
"130289","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","unclassified","unclassified"
"349786","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","copri"
"195743","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified"
"181698","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","unclassified","unclassified"
"4401375","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","uniformis"
"191718","Bacteria","Firmicutes","Erysipelotrichi","Erysipelotrichales","Erysipelotrichaceae","unclassified","unclassified"
"358639","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified"
"4456027","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","unclassified","unclassified"
"294169","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified","unclassified","unclassified"
"4451906","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","unclassified","unclassified"
"627429","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Oscillospira","unclassified"
"554436","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Faecalibacterium","prausnitzii"
"4448331","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","unclassified","unclassified"
"185593","Bacteria","Tenericutes","Mollicutes","Anaeroplasmatales","Anaeroplasmataceae","unclassified","unclassified"
"185841","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","unclassified"
"176865","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified","unclassified","unclassified"
"4452107","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","unclassified","unclassified"
"4397092","Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","unclassified","unclassified"
"180640","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified","unclassified","unclassified"
"189235","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified"
"4424113","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified","unclassified","unclassified"
"4446732","Bacteria","Tenericutes","Mollicutes","RF39","unclassified","unclassified","unclassified"
"1784461","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","unclassified"
"330285","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified"
"4318671","Bacteria","Firmicutes","Clostridia","Clostridiales","Veillonellaceae","Veillonella","dispar"
"186906","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","unclassified","unclassified"
"1129069","Bacteria","Tenericutes","Mollicutes","RF39","unclassified","unclassified","unclassified"
"190453","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified"
"514272","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Coprococcus","unclassified"
"176306","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","unclassified","unclassified"
"2985051","Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","unclassified","unclassified"
"187504","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified"
"4094259","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified"
"535399","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Oscillospira","unclassified"
"4366089","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Oscillospira","unclassified"
"331253","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia","unclassified"
"182107","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia","unclassified"
"179557","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia","unclassified"
"48084","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified"
"188333","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Ruminococcus","gnavus"
"187882","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified"
"194816","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus","unclassified"
"297414","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","copri"
"311370","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified"
"2498994","Bacteria","Firmicutes","Erysipelotrichi","Erysipelotrichales","Erysipelotrichaceae","unclassified","unclassified"
"4476527","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Faecalibacterium","prausnitzii"
"311950","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","plebeius"
"184990","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified"
"4476780","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","unclassified","unclassified"
"197698","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified","unclassified","unclassified"
"4416951","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus","unclassified"
"3746307","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified"
"2658058","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","unclassified","unclassified"
"185864","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","unclassified","unclassified"
"195029","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified","unclassified","unclassified"
"195028","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia","unclassified"
"4366523","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","unclassified","unclassified"
"355938","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified","unclassified","unclassified"
"147484","Bacteria","Firmicutes","Clostridia","Clostridiales","Mogibacteriaceae","unclassified","unclassified"
"4468384","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia","unclassified"
"365536","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Oscillospira","unclassified"
"180629","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia","unclassified"
"2256425","Bacteria","Firmicutes","Clostridia","Clostridiales","Christensenellaceae","unclassified","unclassified"
"183715","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified"
"130763","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified"
"919806","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","unclassified","unclassified"
"312707","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified","unclassified","unclassified"
"174911","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","unclassified","unclassified"
"4334844","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified","unclassified","unclassified"
"593422","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified","unclassified","unclassified"
